
-------------------------------------
0p/1s
Recomb: 3p/0s + 0p/1s | 3c/0c2a, Prob: 4.46%
Recomb: 3p/0s + 0p/2s | 3c/0c1a, Prob: 4.46%
Recomb: 3p/0s + 1p/1s | 2c/0c2a, Prob: 4.46%
Recomb: 3p/0s + 1p/2s | 2c/0c1a, Prob: 4.46%
Recomb: 1p/1s + 2p/0s | 0c/0c2a, Prob: 3.72%
Recomb: 2p/1s + 1p/0s | 0c/0c2a, Prob: 3.72%
Recomb: 2p/1s + 1p/1s | 0c/0c1a, Prob: 3.72%
Recomb: 3p/0s + 0p/1s | 0c/0c2a, Prob: 3.72%
Recomb: 3p/0s + 0p/2s | 0c/0c1a, Prob: 3.72%
Recomb: 1p/1s + 2p/0s | 2c/0c2a, Prob: 3.53%
Recomb: 2p/1s + 1p/0s | 2c/0c2a, Prob: 3.53%
Recomb: 2p/1s + 1p/1s | 2c/0c1a, Prob: 3.53%
Recomb: 2p/1s + 2p/0s | 1c/0c2a, Prob: 3.53%
Recomb: 2p/1s + 2p/1s | 1c/0c1a, Prob: 3.53%
Recomb: 3p/0s + 0p/1s | 2c/0c2a, Prob: 3.53%
Recomb: 3p/0s + 0p/2s | 2c/0c1a, Prob: 3.53%
Recomb: 3p/0s + 1p/1s | 1c/0c2a, Prob: 3.53%
Recomb: 3p/0s + 1p/2s | 1c/0c1a, Prob: 3.53%
Recomb: 1p/1s + 2p/0s | 0c/1c0a, Prob: 3.30%
Recomb: 2p/1s + 1p/0s | 0c/1c0a, Prob: 3.30%
Recomb: 3p/0s + 0p/1s | 0c/1c0a, Prob: 3.30%
Recomb: 2p/1s + 1p/2s | 0c/0c0a, Prob: 3.10%
Recomb: 2p/1s + 1p/2s | 1c/0c2a, Prob: 3.10%
Recomb: 3p/0s + 0p/3s | 0c/0c0a, Prob: 3.10%
Recomb: 3p/0s + 0p/3s | 1c/0c2a, Prob: 3.10%
Recomb: 2p/1s + 1p/1s | 1c/0c2a, Prob: 2.79%
Recomb: 2p/1s + 1p/2s | 1c/0c1a, Prob: 2.79%
Recomb: 3p/0s + 0p/2s | 1c/0c2a, Prob: 2.79%
Recomb: 3p/0s + 0p/3s | 1c/0c1a, Prob: 2.79%
Recomb: 1p/1s + 2p/0s | 3c/0c1a, Prob: 2.38%
Recomb: 2p/1s + 1p/0s | 3c/0c1a, Prob: 2.38%
Recomb: 2p/1s + 2p/0s | 2c/0c1a, Prob: 2.38%
Recomb: 2p/1s + 3p/0s | 1c/0c1a, Prob: 2.38%
Recomb: 3p/0s + 0p/1s | 3c/0c1a, Prob: 2.38%
Recomb: 3p/0s + 1p/1s | 2c/0c1a, Prob: 2.38%
Recomb: 1p/1s + 2p/0s | 0c/0c1a, Prob: 1.98%
Recomb: 2p/1s + 1p/0s | 0c/0c1a, Prob: 1.98%
Recomb: 3p/0s + 0p/1s | 0c/0c1a, Prob: 1.98%
Recomb: 1p/1s + 2p/0s | 1c/0c2a, Prob: 1.92%
Recomb: 2p/1s + 1p/0s | 1c/0c2a, Prob: 1.92%
Recomb: 2p/1s + 1p/1s | 1c/0c1a, Prob: 1.92%
Recomb: 3p/0s + 0p/1s | 1c/0c2a, Prob: 1.92%
Recomb: 3p/0s + 0p/2s | 1c/0c1a, Prob: 1.92%
Recomb: 1p/1s + 2p/0s | 2c/0c1a, Prob: 1.88%
Recomb: 2p/1s + 1p/0s | 2c/0c1a, Prob: 1.88%
Recomb: 2p/1s + 2p/0s | 1c/0c1a, Prob: 1.88%
Recomb: 3p/0s + 0p/1s | 2c/0c1a, Prob: 1.88%
Recomb: 3p/0s + 1p/1s | 1c/0c1a, Prob: 1.88%
Recomb: 2p/1s + 1p/1s | 0c/0c0a, Prob: 1.65%
Recomb: 3p/0s + 0p/2s | 0c/0c0a, Prob: 1.65%
Recomb: 1p/1s + 2p/0s | 1c/0c1a, Prob: 1.02%
Recomb: 2p/1s + 1p/0s | 1c/0c1a, Prob: 1.02%
Recomb: 3p/0s + 0p/1s | 1c/0c1a, Prob: 1.02%

-------------------------------------
3p/2s
Recomb: 3p/1s + 3p/1s | 0c/4c0a, Prob: 51.84%
Recomb: 3p/1s + 3p/1s | 0c/3c1a, Prob: 46.44%
Recomb: 3p/1s + 3p/1s | 0c/2c2a, Prob: 41.04%
Recomb: 2p/2s + 3p/0s | 0c/4c0a, Prob: 41.04%
Recomb: 2p/2s + 3p/1s | 0c/3c0a, Prob: 41.04%
Recomb: 3p/1s + 2p/1s | 0c/4c0a, Prob: 41.04%
Recomb: 3p/1s + 3p/1s | 0c/3c0a, Prob: 41.04%
Recomb: 2p/2s + 3p/0s | 0c/3c1a, Prob: 36.77%
Recomb: 3p/1s + 2p/1s | 0c/3c1a, Prob: 36.77%
Recomb: 2p/2s + 3p/1s | 0c/2c1a, Prob: 35.34%
Recomb: 3p/1s + 3p/1s | 0c/2c1a, Prob: 35.34%
Recomb: 2p/2s + 3p/0s | 0c/2c2a, Prob: 32.49%
Recomb: 2p/2s + 3p/0s | 0c/3c0a, Prob: 32.49%
Recomb: 2p/2s + 3p/1s | 0c/2c0a, Prob: 32.49%
Recomb: 3p/1s + 2p/1s | 0c/2c2a, Prob: 32.49%
Recomb: 3p/1s + 2p/1s | 0c/3c0a, Prob: 32.49%
Recomb: 2p/2s + 3p/1s | 0c/1c2a, Prob: 29.64%
Recomb: 3p/1s + 3p/1s | 0c/1c2a, Prob: 29.64%
Recomb: 2p/2s + 3p/0s | 0c/2c1a, Prob: 27.98%
Recomb: 3p/1s + 2p/1s | 0c/2c1a, Prob: 27.98%
Recomb: 1p/2s + 2p/1s | 3c/3c0a, Prob: 25.92%
Recomb: 1p/2s + 3p/0s | 2c/4c0a, Prob: 25.92%
Recomb: 2p/1s + 2p/1s | 2c/4c0a, Prob: 25.92%
Recomb: 2p/2s + 1p/1s | 3c/3c0a, Prob: 25.92%
Recomb: 2p/2s + 2p/0s | 2c/4c0a, Prob: 25.92%
Recomb: 2p/2s + 2p/1s | 2c/3c0a, Prob: 25.92%
Recomb: 2p/2s + 2p/2s | 2c/2c0a, Prob: 25.92%
Recomb: 2p/2s + 3p/0s | 1c/4c0a, Prob: 25.92%
Recomb: 2p/2s + 3p/1s | 1c/3c0a, Prob: 25.92%
Recomb: 3p/0s + 0p/3s | 3c/3c0a, Prob: 25.92%
Recomb: 3p/1s + 0p/2s | 3c/3c0a, Prob: 25.92%
Recomb: 3p/1s + 1p/1s | 2c/4c0a, Prob: 25.92%
Recomb: 3p/1s + 1p/2s | 2c/3c0a, Prob: 25.92%
Recomb: 3p/1s + 1p/3s | 2c/2c0a, Prob: 25.92%
Recomb: 3p/1s + 2p/1s | 1c/4c0a, Prob: 25.92%
Recomb: 2p/2s + 3p/1s | 0c/1c1a, Prob: 25.72%
Recomb: 2p/2s + 3p/0s | 0c/1c2a, Prob: 23.46%
Recomb: 3p/1s + 2p/1s | 0c/1c2a, Prob: 23.46%
Recomb: 1p/2s + 3p/0s | 0c/4c0a, Prob: 22.32%
Recomb: 2p/1s + 2p/1s | 0c/4c0a, Prob: 22.32%
Recomb: 2p/2s + 2p/0s | 0c/4c0a, Prob: 22.32%
Recomb: 2p/2s + 2p/1s | 0c/3c0a, Prob: 22.32%
Recomb: 2p/2s + 2p/2s | 0c/2c0a, Prob: 22.32%
Recomb: 3p/1s + 1p/1s | 0c/4c0a, Prob: 22.32%
Recomb: 3p/1s + 1p/2s | 0c/3c0a, Prob: 22.32%
Recomb: 3p/1s + 1p/3s | 0c/2c0a, Prob: 22.32%
Recomb: 3p/1s + 3p/1s | 0c/2c0a, Prob: 22.32%
Recomb: 1p/2s + 2p/0s | 3c/3c1a, Prob: 20.52%
Recomb: 1p/2s + 3p/0s | 2c/3c1a, Prob: 20.52%
Recomb: 2p/1s + 1p/1s | 3c/3c1a, Prob: 20.52%
Recomb: 2p/1s + 2p/1s | 2c/3c1a, Prob: 20.52%
Recomb: 2p/2s + 1p/0s | 3c/3c1a, Prob: 20.52%
Recomb: 2p/2s + 2p/0s | 2c/3c1a, Prob: 20.52%
Recomb: 2p/2s + 3p/0s | 1c/3c1a, Prob: 20.52%
Recomb: 3p/0s + 0p/2s | 3c/3c1a, Prob: 20.52%
Recomb: 3p/1s + 0p/1s | 3c/3c1a, Prob: 20.52%
Recomb: 3p/1s + 1p/1s | 2c/3c1a, Prob: 20.52%
Recomb: 3p/1s + 2p/1s | 1c/3c1a, Prob: 20.52%
Recomb: 1p/2s + 2p/0s | 2c/4c0a, Prob: 20.52%
Recomb: 1p/2s + 2p/1s | 2c/3c0a, Prob: 20.52%
Recomb: 1p/2s + 2p/0s | 3c/3c0a, Prob: 20.52%
Recomb: 1p/2s + 2p/1s | 3c/2c0a, Prob: 20.52%
Recomb: 1p/2s + 3p/0s | 1c/4c0a, Prob: 20.52%
Recomb: 1p/2s + 3p/0s | 2c/3c0a, Prob: 20.52%
Recomb: 2p/1s + 1p/1s | 2c/4c0a, Prob: 20.52%
Recomb: 2p/1s + 1p/1s | 3c/3c0a, Prob: 20.52%
Recomb: 2p/1s + 2p/1s | 1c/4c0a, Prob: 20.52%
Recomb: 2p/1s + 2p/1s | 2c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 1p/0s | 2c/4c0a, Prob: 20.52%
Recomb: 2p/2s + 1p/1s | 2c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 1p/2s | 2c/2c0a, Prob: 20.52%
Recomb: 2p/2s + 1p/0s | 3c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 1p/1s | 3c/2c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/0s | 1c/4c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/1s | 1c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/2s | 1c/2c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/0s | 2c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/1s | 2c/2c0a, Prob: 20.52%
Recomb: 2p/2s + 2p/2s | 2c/1c0a, Prob: 20.52%
Recomb: 2p/2s + 3p/0s | 1c/3c0a, Prob: 20.52%
Recomb: 2p/2s + 3p/1s | 1c/2c0a, Prob: 20.52%
Recomb: 3p/0s + 0p/2s | 2c/4c0a, Prob: 20.52%
Recomb: 3p/0s + 0p/3s | 2c/3c0a, Prob: 20.52%
Recomb: 3p/0s + 0p/2s | 3c/3c0a, Prob: 20.52%
Recomb: 3p/0s + 0p/3s | 3c/2c0a, Prob: 20.52%
Recomb: 3p/1s + 0p/1s | 2c/4c0a, Prob: 20.52%
Recomb: 3p/1s + 0p/2s | 2c/3c0a, Prob: 20.52%
Recomb: 3p/1s + 0p/3s | 2c/2c0a, Prob: 20.52%
Recomb: 3p/1s + 0p/1s | 3c/3c0a, Prob: 20.52%
Recomb: 3p/1s + 0p/2s | 3c/2c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/1s | 1c/4c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/2s | 1c/3c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/3s | 1c/2c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/1s | 2c/3c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/2s | 2c/2c0a, Prob: 20.52%
Recomb: 3p/1s + 1p/3s | 2c/1c0a, Prob: 20.52%
Recomb: 3p/1s + 2p/1s | 1c/3c0a, Prob: 20.52%
Recomb: 1p/2s + 3p/0s | 0c/3c1a, Prob: 20.00%
Recomb: 2p/1s + 2p/1s | 0c/3c1a, Prob: 20.00%
Recomb: 2p/2s + 2p/0s | 0c/3c1a, Prob: 20.00%
Recomb: 3p/1s + 1p/1s | 0c/3c1a, Prob: 20.00%
Recomb: 2p/2s + 2p/1s | 0c/2c1a, Prob: 19.22%
Recomb: 3p/1s + 1p/2s | 0c/2c1a, Prob: 19.22%
Recomb: 2p/2s + 3p/1s | 0c/0c2a, Prob: 18.95%
Recomb: 2p/2s + 2p/1s | 2c/2c1a, Prob: 18.72%
Recomb: 2p/2s + 3p/1s | 1c/2c1a, Prob: 18.72%
Recomb: 3p/1s + 1p/2s | 2c/2c1a, Prob: 18.72%
Recomb: 1p/2s + 3p/0s | 0c/3c0a, Prob: 17.67%
Recomb: 2p/1s + 2p/1s | 0c/3c0a, Prob: 17.67%
Recomb: 2p/2s + 2p/0s | 0c/3c0a, Prob: 17.67%
Recomb: 2p/2s + 2p/1s | 0c/2c0a, Prob: 17.67%
Recomb: 2p/2s + 2p/2s | 0c/1c0a, Prob: 17.67%
Recomb: 2p/2s + 3p/0s | 0c/2c0a, Prob: 17.67%
Recomb: 2p/2s + 3p/1s | 0c/1c0a, Prob: 17.67%
Recomb: 3p/1s + 1p/1s | 0c/3c0a, Prob: 17.67%
Recomb: 3p/1s + 1p/2s | 0c/2c0a, Prob: 17.67%
Recomb: 3p/1s + 1p/3s | 0c/1c0a, Prob: 17.67%
Recomb: 3p/1s + 2p/1s | 0c/2c0a, Prob: 17.67%
Recomb: 3p/1s + 3p/1s | 0c/1c1a, Prob: 17.67%
Recomb: 1p/2s + 3p/0s | 0c/2c2a, Prob: 17.67%
Recomb: 2p/1s + 2p/1s | 0c/2c2a, Prob: 17.67%
Recomb: 2p/2s + 2p/0s | 0c/2c2a, Prob: 17.67%
Recomb: 2p/2s + 2p/2s | 0c/1c1a, Prob: 17.67%
Recomb: 3p/1s + 1p/1s | 0c/2c2a, Prob: 17.67%
Recomb: 3p/1s + 1p/3s | 0c/1c1a, Prob: 17.67%
Recomb: 1p/2s + 2p/0s | 2c/3c1a, Prob: 16.25%
Recomb: 1p/2s + 3p/0s | 1c/3c1a, Prob: 16.25%
Recomb: 2p/1s + 1p/1s | 2c/3c1a, Prob: 16.25%
Recomb: 2p/1s + 2p/1s | 1c/3c1a, Prob: 16.25%
Recomb: 2p/2s + 1p/0s | 2c/3c1a, Prob: 16.25%
Recomb: 2p/2s + 2p/0s | 1c/3c1a, Prob: 16.25%
Recomb: 3p/0s + 0p/2s | 2c/3c1a, Prob: 16.25%
Recomb: 3p/1s + 0p/1s | 2c/3c1a, Prob: 16.25%
Recomb: 3p/1s + 1p/1s | 1c/3c1a, Prob: 16.25%
Recomb: 1p/2s + 2p/0s | 2c/3c0a, Prob: 16.24%
Recomb: 1p/2s + 2p/1s | 2c/2c0a, Prob: 16.24%
Recomb: 1p/2s + 3p/0s | 1c/3c0a, Prob: 16.24%
Recomb: 2p/1s + 1p/1s | 2c/3c0a, Prob: 16.24%
Recomb: 2p/1s + 2p/1s | 1c/3c0a, Prob: 16.24%
Recomb: 2p/2s + 1p/0s | 2c/3c0a, Prob: 16.24%
Recomb: 2p/2s + 1p/1s | 2c/2c0a, Prob: 16.24%
Recomb: 2p/2s + 1p/2s | 2c/1c0a, Prob: 16.24%
Recomb: 2p/2s + 2p/0s | 1c/3c0a, Prob: 16.24%
Recomb: 2p/2s + 2p/1s | 1c/2c0a, Prob: 16.24%
Recomb: 2p/2s + 2p/2s | 1c/1c0a, Prob: 16.24%
Recomb: 3p/0s + 0p/2s | 2c/3c0a, Prob: 16.24%
Recomb: 3p/0s + 0p/3s | 2c/2c0a, Prob: 16.24%
Recomb: 3p/1s + 0p/1s | 2c/3c0a, Prob: 16.24%
Recomb: 3p/1s + 0p/2s | 2c/2c0a, Prob: 16.24%
Recomb: 3p/1s + 0p/3s | 2c/1c0a, Prob: 16.24%
Recomb: 3p/1s + 1p/1s | 1c/3c0a, Prob: 16.24%
Recomb: 3p/1s + 1p/2s | 1c/2c0a, Prob: 16.24%
Recomb: 3p/1s + 1p/3s | 1c/1c0a, Prob: 16.24%
Recomb: 2p/2s + 2p/1s | 0c/1c2a, Prob: 16.12%
Recomb: 3p/1s + 1p/2s | 0c/1c2a, Prob: 16.12%
Recomb: 1p/2s + 3p/0s | 0c/2c1a, Prob: 15.22%
Recomb: 2p/1s + 2p/1s | 0c/2c1a, Prob: 15.22%
Recomb: 2p/2s + 2p/0s | 0c/2c1a, Prob: 15.22%
Recomb: 3p/1s + 1p/1s | 0c/2c1a, Prob: 15.22%
Recomb: 1p/2s + 3p/0s | 2c/2c2a, Prob: 15.12%
Recomb: 2p/1s + 2p/1s | 2c/2c2a, Prob: 15.12%
Recomb: 2p/2s + 2p/0s | 2c/2c2a, Prob: 15.12%
Recomb: 2p/2s + 3p/0s | 1c/2c2a, Prob: 15.12%
Recomb: 3p/1s + 1p/1s | 2c/2c2a, Prob: 15.12%
Recomb: 3p/1s + 2p/1s | 1c/2c2a, Prob: 15.12%
Recomb: 1p/2s + 2p/1s | 2c/2c1a, Prob: 14.82%
Recomb: 1p/2s + 2p/0s | 3c/2c1a, Prob: 14.82%
Recomb: 1p/2s + 3p/0s | 2c/2c1a, Prob: 14.82%
Recomb: 2p/1s + 1p/1s | 3c/2c1a, Prob: 14.82%
Recomb: 2p/1s + 2p/1s | 2c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 1p/1s | 2c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 1p/0s | 3c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 2p/1s | 1c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 2p/0s | 2c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 3p/0s | 1c/2c1a, Prob: 14.82%
Recomb: 3p/0s + 0p/3s | 2c/2c1a, Prob: 14.82%
Recomb: 3p/0s + 0p/2s | 3c/2c1a, Prob: 14.82%
Recomb: 3p/1s + 0p/2s | 2c/2c1a, Prob: 14.82%
Recomb: 3p/1s + 0p/1s | 3c/2c1a, Prob: 14.82%
Recomb: 3p/1s + 1p/2s | 1c/2c1a, Prob: 14.82%
Recomb: 3p/1s + 1p/1s | 2c/2c1a, Prob: 14.82%
Recomb: 3p/1s + 2p/1s | 1c/2c1a, Prob: 14.82%
Recomb: 2p/2s + 2p/1s | 0c/1c1a, Prob: 13.99%
Recomb: 2p/2s + 3p/0s | 0c/1c1a, Prob: 13.99%
Recomb: 3p/1s + 1p/2s | 0c/1c1a, Prob: 13.99%
Recomb: 3p/1s + 2p/1s | 0c/1c1a, Prob: 13.99%
Recomb: 2p/2s + 2p/2s | 0c/0c2a, Prob: 13.02%
Recomb: 3p/1s + 1p/3s | 0c/0c2a, Prob: 13.02%
Recomb: 3p/1s + 3p/1s | 0c/0c2a, Prob: 13.02%
Recomb: 1p/2s + 3p/0s | 0c/1c2a, Prob: 12.76%
Recomb: 2p/1s + 2p/1s | 0c/1c2a, Prob: 12.76%
Recomb: 2p/2s + 2p/0s | 0c/1c2a, Prob: 12.76%
Recomb: 3p/1s + 1p/1s | 0c/1c2a, Prob: 12.76%
Recomb: 1p/2s + 2p/0s | 2c/2c2a, Prob: 11.97%
Recomb: 1p/2s + 3p/0s | 1c/2c2a, Prob: 11.97%
Recomb: 2p/1s + 1p/1s | 2c/2c2a, Prob: 11.97%
Recomb: 2p/1s + 2p/1s | 1c/2c2a, Prob: 11.97%
Recomb: 2p/2s + 1p/0s | 2c/2c2a, Prob: 11.97%
Recomb: 2p/2s + 2p/0s | 1c/2c2a, Prob: 11.97%
Recomb: 2p/2s + 2p/2s | 1c/1c1a, Prob: 11.97%
Recomb: 2p/2s + 2p/1s | 2c/1c1a, Prob: 11.97%
Recomb: 2p/2s + 3p/1s | 1c/1c1a, Prob: 11.97%
Recomb: 3p/0s + 0p/2s | 2c/2c2a, Prob: 11.97%
Recomb: 3p/1s + 0p/1s | 2c/2c2a, Prob: 11.97%
Recomb: 3p/1s + 1p/1s | 1c/2c2a, Prob: 11.97%
Recomb: 3p/1s + 1p/3s | 1c/1c1a, Prob: 11.97%
Recomb: 3p/1s + 1p/2s | 2c/1c1a, Prob: 11.97%
Recomb: 1p/2s + 2p/0s | 2c/2c1a, Prob: 11.73%
Recomb: 1p/2s + 3p/0s | 1c/2c1a, Prob: 11.73%
Recomb: 2p/1s + 1p/1s | 2c/2c1a, Prob: 11.73%
Recomb: 2p/1s + 2p/1s | 1c/2c1a, Prob: 11.73%
Recomb: 2p/2s + 1p/0s | 2c/2c1a, Prob: 11.73%
Recomb: 2p/2s + 2p/0s | 1c/2c1a, Prob: 11.73%
Recomb: 3p/0s + 0p/2s | 2c/2c1a, Prob: 11.73%
Recomb: 3p/1s + 0p/1s | 2c/2c1a, Prob: 11.73%
Recomb: 3p/1s + 1p/1s | 1c/2c1a, Prob: 11.73%
Recomb: 2p/2s + 3p/1s | 1c/1c2a, Prob: 11.52%
Recomb: 1p/2s + 2p/0s | 1c/4c0a, Prob: 11.16%
Recomb: 1p/2s + 2p/1s | 1c/3c0a, Prob: 11.16%
Recomb: 1p/2s + 2p/0s | 3c/2c0a, Prob: 11.16%
Recomb: 1p/2s + 2p/1s | 3c/1c0a, Prob: 11.16%
Recomb: 1p/2s + 3p/0s | 2c/2c0a, Prob: 11.16%
Recomb: 2p/1s + 1p/1s | 1c/4c0a, Prob: 11.16%
Recomb: 2p/1s + 1p/1s | 3c/2c0a, Prob: 11.16%
Recomb: 2p/1s + 2p/1s | 2c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/0s | 1c/4c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/1s | 1c/3c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/2s | 1c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/3s | 1c/1c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/0s | 3c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 1p/1s | 3c/1c0a, Prob: 11.16%
Recomb: 2p/2s + 2p/0s | 2c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 2p/1s | 2c/1c0a, Prob: 11.16%
Recomb: 2p/2s + 3p/0s | 1c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 3p/1s | 1c/1c0a, Prob: 11.16%
Recomb: 3p/0s + 0p/2s | 1c/4c0a, Prob: 11.16%
Recomb: 3p/0s + 0p/3s | 1c/3c0a, Prob: 11.16%
Recomb: 3p/0s + 0p/2s | 3c/2c0a, Prob: 11.16%
Recomb: 3p/0s + 0p/3s | 3c/1c0a, Prob: 11.16%
Recomb: 3p/1s + 0p/1s | 1c/4c0a, Prob: 11.16%
Recomb: 3p/1s + 0p/2s | 1c/3c0a, Prob: 11.16%
Recomb: 3p/1s + 0p/3s | 1c/2c0a, Prob: 11.16%
Recomb: 3p/1s + 0p/1s | 3c/2c0a, Prob: 11.16%
Recomb: 3p/1s + 0p/2s | 3c/1c0a, Prob: 11.16%
Recomb: 3p/1s + 1p/1s | 2c/2c0a, Prob: 11.16%
Recomb: 3p/1s + 1p/2s | 2c/1c0a, Prob: 11.16%
Recomb: 3p/1s + 2p/1s | 1c/2c0a, Prob: 11.16%
Recomb: 2p/2s + 2p/1s | 0c/0c2a, Prob: 10.31%
Recomb: 2p/2s + 2p/2s | 0c/0c1a, Prob: 10.31%
Recomb: 2p/2s + 3p/0s | 0c/0c2a, Prob: 10.31%
Recomb: 2p/2s + 3p/1s | 0c/0c1a, Prob: 10.31%
Recomb: 3p/1s + 1p/2s | 0c/0c2a, Prob: 10.31%
Recomb: 3p/1s + 1p/3s | 0c/0c1a, Prob: 10.31%
Recomb: 3p/1s + 2p/1s | 0c/0c2a, Prob: 10.31%
Recomb: 1p/2s + 3p/0s | 0c/2c0a, Prob: 9.61%
Recomb: 2p/1s + 2p/1s | 0c/2c0a, Prob: 9.61%
Recomb: 2p/2s + 2p/0s | 0c/2c0a, Prob: 9.61%
Recomb: 2p/2s + 2p/1s | 0c/1c0a, Prob: 9.61%
Recomb: 3p/1s + 1p/1s | 0c/2c0a, Prob: 9.61%
Recomb: 3p/1s + 1p/2s | 0c/1c0a, Prob: 9.61%
Recomb: 1p/2s + 2p/1s | 2c/1c1a, Prob: 9.48%
Recomb: 2p/2s + 1p/1s | 2c/1c1a, Prob: 9.48%
Recomb: 2p/2s + 2p/1s | 1c/1c1a, Prob: 9.48%
Recomb: 3p/0s + 0p/3s | 2c/1c1a, Prob: 9.48%
Recomb: 3p/1s + 0p/2s | 2c/1c1a, Prob: 9.48%
Recomb: 3p/1s + 1p/2s | 1c/1c1a, Prob: 9.48%
Recomb: 1p/2s + 3p/0s | 2c/1c2a, Prob: 9.12%
Recomb: 2p/1s + 2p/1s | 2c/1c2a, Prob: 9.12%
Recomb: 2p/2s + 2p/1s | 1c/1c2a, Prob: 9.12%
Recomb: 2p/2s + 2p/0s | 2c/1c2a, Prob: 9.12%
Recomb: 2p/2s + 3p/0s | 1c/1c2a, Prob: 9.12%
Recomb: 3p/1s + 1p/2s | 1c/1c2a, Prob: 9.12%
Recomb: 3p/1s + 1p/1s | 2c/1c2a, Prob: 9.12%
Recomb: 3p/1s + 2p/1s | 1c/1c2a, Prob: 9.12%
Recomb: 1p/2s + 2p/0s | 1c/3c1a, Prob: 8.84%
Recomb: 2p/1s + 1p/1s | 1c/3c1a, Prob: 8.84%
Recomb: 2p/2s + 1p/0s | 1c/3c1a, Prob: 8.84%
Recomb: 3p/0s + 0p/2s | 1c/3c1a, Prob: 8.84%
Recomb: 3p/1s + 0p/1s | 1c/3c1a, Prob: 8.84%
Recomb: 1p/2s + 2p/0s | 1c/3c0a, Prob: 8.83%
Recomb: 1p/2s + 2p/1s | 1c/2c0a, Prob: 8.83%
Recomb: 1p/2s + 2p/0s | 2c/2c0a, Prob: 8.83%
Recomb: 1p/2s + 2p/1s | 2c/1c0a, Prob: 8.83%
Recomb: 1p/2s + 3p/0s | 1c/2c0a, Prob: 8.83%
Recomb: 2p/1s + 1p/1s | 1c/3c0a, Prob: 8.83%
Recomb: 2p/1s + 1p/1s | 2c/2c0a, Prob: 8.83%
Recomb: 2p/1s + 2p/1s | 1c/2c0a, Prob: 8.83%
Recomb: 2p/2s + 1p/0s | 1c/3c0a, Prob: 8.83%
Recomb: 2p/2s + 1p/1s | 1c/2c0a, Prob: 8.83%
Recomb: 2p/2s + 1p/2s | 1c/1c0a, Prob: 8.83%
Recomb: 2p/2s + 1p/0s | 2c/2c0a, Prob: 8.83%
Recomb: 2p/2s + 1p/1s | 2c/1c0a, Prob: 8.83%
Recomb: 2p/2s + 2p/0s | 1c/2c0a, Prob: 8.83%
Recomb: 2p/2s + 2p/1s | 1c/1c0a, Prob: 8.83%
Recomb: 3p/0s + 0p/2s | 1c/3c0a, Prob: 8.83%
Recomb: 3p/0s + 0p/3s | 1c/2c0a, Prob: 8.83%
Recomb: 3p/0s + 0p/2s | 2c/2c0a, Prob: 8.83%
Recomb: 3p/0s + 0p/3s | 2c/1c0a, Prob: 8.83%
Recomb: 3p/1s + 0p/1s | 1c/3c0a, Prob: 8.83%
Recomb: 3p/1s + 0p/2s | 1c/2c0a, Prob: 8.83%
Recomb: 3p/1s + 0p/3s | 1c/1c0a, Prob: 8.83%
Recomb: 3p/1s + 0p/1s | 2c/2c0a, Prob: 8.83%
Recomb: 3p/1s + 0p/2s | 2c/1c0a, Prob: 8.83%
Recomb: 3p/1s + 1p/1s | 1c/2c0a, Prob: 8.83%
Recomb: 3p/1s + 1p/2s | 1c/1c0a, Prob: 8.83%
Recomb: 1p/2s + 2p/1s | 1c/2c1a, Prob: 8.06%
Recomb: 2p/2s + 1p/1s | 1c/2c1a, Prob: 8.06%
Recomb: 3p/0s + 0p/3s | 1c/2c1a, Prob: 8.06%
Recomb: 3p/1s + 0p/2s | 1c/2c1a, Prob: 8.06%
Recomb: 1p/2s + 3p/0s | 0c/1c1a, Prob: 7.61%
Recomb: 2p/1s + 2p/1s | 0c/1c1a, Prob: 7.61%
Recomb: 2p/2s + 2p/0s | 0c/1c1a, Prob: 7.61%
Recomb: 3p/1s + 1p/1s | 0c/1c1a, Prob: 7.61%
Recomb: 1p/2s + 2p/0s | 2c/1c2a, Prob: 7.22%
